book_id,author_id,book_genre,user_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
271,255,8,14193,166,9,35,2008,143,1
2667,208,10,17374,495,9,27,2010,141,6
361,181,8,5928,102,4,37,2007,193,3
112,120,6,11635,635,8,6,2006,44,6
2627,146,1,3290,383,2,43,2021,92,7
2100,93,7,15618,576,10,21,2020,85,3
2193,227,2,16299,408,10,5,2006,41,3
1741,125,10,7319,629,1,48,2019,156,2
63,347,9,18613,456,2,27,2011,134,5
1686,14,5,7950,257,1,15,2003,132,6
1233,404,8,29717,421,2,10,2006,98,2
1762,386,8,10593,580,4,42,2011,30,6
860,36,6,23766,75,8,36,2003,63,3
1869,35,7,6973,154,4,4,2013,137,5
313,65,10,11875,555,4,33,2007,193,5
310,293,6,27138,326,4,23,2000,76,3
336,21,7,13780,169,3,10,2000,135,7
111,361,3,17726,101,10,28,2020,177,7
2562,342,2,25868,561,5,38,2017,153,4
1966,423,2,12092,198,4,12,2006,191,3
2333,375,4,16947,138,2,37,2013,110,3
2869,220,10,3202,504,7,40,2002,146,4
2376,432,9,15804,441,4,11,2011,95,4
1064,244,4,16414,226,10,44,2011,85,5
1308,325,10,8510,232,4,20,2017,23,3
843,3,5,22179,183,7,20,2008,150,6
2914,217,6,19566,644,4,3,2008,120,4
793,97,6,950,530,10,34,2005,128,6
394,379,5,22584,677,2,32,2008,47,2
1518,212,3,29722,618,5,8,2021,170,6
546,161,2,14656,220,4,5,2021,153,6
1157,380,4,14495,124,5,40,2004,193,1
1721,199,6,8199,87,3,35,2004,92,3
1695,172,2,22208,572,5,24,2005,3,1
2574,14,6,12923,505,2,29,2007,32,2
2946,320,9,26701,679,3,43,2010,25,7
1396,304,9,10649,438,3,26,2005,54,5
2705,372,10,11082,86,2,27,2001,84,4
1318,100,4,12686,234,8,32,2005,92,1
2849,39,2,5366,477,3,1,2019,164,5
859,268,8,1389,630,4,39,2015,106,1
2241,268,5,25183,474,6,49,2017,103,3
710,46,5,11431,668,7,41,2013,157,2
27,117,7,27870,96,5,35,2004,84,7
1920,172,1,24213,499,8,12,2015,190,5
1167,446,1,17931,490,2,40,2003,43,5
1942,262,9,13531,557,3,5,2019,135,5
1118,108,7,14094,311,9,45,2014,94,7
2118,72,2,4953,255,1,42,2010,31,6
1734,394,6,12232,346,8,19,2008,167,6
727,250,10,14985,641,6,46,2017,134,4
2489,9,7,229,360,4,40,2020,112,5
2849,263,10,16483,268,4,2,2010,70,1
84,441,3,6639,473,6,44,2001,197,7
1711,33,9,28709,375,2,16,2009,17,3
1472,293,7,11802,179,4,18,2011,169,4
1785,81,1,19294,172,7,3,2010,18,6
2286,77,6,24051,256,8,47,2013,12,6
2167,325,5,13405,207,8,25,2006,171,3
2413,179,3,27781,244,4,5,2018,61,5
2709,315,9,24466,560,5,36,2020,197,1
490,301,3,10069,541,5,18,2013,160,5
1270,143,9,4097,445,4,5,2016,52,6
1395,226,7,13533,496,1,19,2017,52,4
135,23,2,1968,429,4,43,2020,11,3
1188,18,3,25218,672,10,42,2013,80,7
2073,339,8,22533,671,10,40,2000,44,3
2398,447,3,360,143,1,22,2017,32,1
748,187,5,7,339,10,40,2013,70,2
1965,45,8,21800,108,1,36,2017,36,1
1020,416,1,18202,585,8,45,2001,149,7
402,86,2,24910,611,3,18,2016,187,2
2443,26,1,14065,286,9,10,2016,51,6
135,341,6,17889,374,2,32,2008,94,7
2958,103,10,12963,308,2,15,2012,36,5
1077,30,2,1169,617,4,31,2000,6,6
596,130,9,1654,700,6,26,2002,49,5
1305,125,10,14228,634,5,25,2020,64,1
955,302,10,9954,626,1,2,2021,32,6
2366,125,8,29475,422,1,39,2020,84,5
2884,96,8,3892,160,2,38,2000,105,6
88,382,6,3901,503,6,19,2019,42,4
125,298,5,8131,623,4,4,2003,19,1
2141,88,10,21121,255,4,21,2009,93,3
635,159,8,16719,508,5,30,2001,80,5
2394,198,7,4136,361,3,21,2004,60,3
2309,291,6,13305,112,2,5,2015,19,3
505,387,6,26995,197,7,3,2013,46,2
1279,396,2,7433,687,4,36,2010,106,6
2052,376,9,23938,632,6,30,2020,167,3
2960,158,7,26813,609,3,30,2009,37,5
676,257,6,27942,693,10,1,2000,101,3
1626,436,10,12691,285,3,45,2010,160,4
1200,398,6,8273,629,10,5,2002,180,5
1971,301,8,14250,103,1,50,2012,66,1
2513,138,5,14186,541,3,6,2014,96,5
2370,224,8,7323,258,6,43,2009,65,7
2974,208,10,8840,463,8,2,2012,12,6
160,148,4,18643,98,1,22,2005,21,3
2692,125,9,23173,375,9,41,2002,157,5
165,447,2,20487,593,10,37,2000,20,5
1770,92,3,5965,200,2,4,2020,116,7
2559,76,3,19456,318,8,27,2012,40,1
1063,439,6,11528,160,6,11,2014,89,2
1145,203,6,13462,380,6,13,2001,130,5
440,161,1,19899,225,9,24,2007,184,3
737,102,2,8759,347,1,46,2008,2,7
1091,365,3,28949,362,7,33,2005,100,7
11,296,6,29986,229,9,34,2004,99,1
986,226,10,10974,104,2,38,2020,13,3
1883,94,8,984,394,7,31,2012,103,7
2031,359,4,20892,99,6,33,2004,142,3
2390,394,3,15685,621,8,15,2000,144,7
1551,158,5,15343,478,9,10,2006,118,7
2546,411,3,7898,142,1,2,2007,46,1
1321,297,5,7660,267,1,8,2018,111,6
877,334,6,25480,321,7,46,2018,189,7
322,372,9,2309,574,6,22,2017,58,7
2789,212,4,13406,290,3,4,2015,118,7
1918,75,6,19432,663,6,47,2019,59,6
1587,325,6,21338,646,2,30,2014,18,5
2036,246,10,26941,621,2,36,2020,133,7
1093,54,7,23231,124,4,35,2021,119,5
2387,350,8,23180,608,10,9,2016,119,6
1960,270,4,16950,76,3,4,2000,121,7
2966,416,4,20074,691,10,34,2010,134,2
479,200,10,24242,651,9,48,2011,37,3
1685,449,1,18040,570,6,21,2006,119,3
2811,330,2,6858,633,8,19,2016,127,4
362,98,2,9621,648,2,11,2012,22,1
1556,238,8,13318,520,5,36,2008,36,7
477,175,8,15908,486,6,6,2019,28,6
2781,431,6,161,259,4,47,2004,185,4
516,5,9,9782,580,6,21,2011,192,6
478,92,1,23737,83,9,46,2009,72,6
981,307,2,29167,255,7,29,2007,180,2
389,373,1,11616,306,4,39,2018,131,7
1959,126,7,10562,561,2,1,2005,152,4
2918,430,10,13363,534,9,9,2000,22,6
2417,78,5,16798,132,7,48,2004,143,3
1010,384,2,14251,294,8,38,2007,158,6
58,384,10,17814,486,1,50,2004,43,2
1239,75,7,21179,78,6,29,2000,79,7
335,63,7,8864,588,4,44,2009,186,2
1299,320,4,27886,526,10,42,2017,34,4
1359,127,8,5401,528,7,44,2021,60,1
1825,404,5,29145,315,4,17,2003,11,6
524,173,6,563,538,5,27,2015,155,3
1587,425,9,9742,331,6,7,2000,194,2
2562,5,7,6120,312,2,47,2005,128,6
1892,128,7,5900,650,3,12,2014,3,5
1459,188,9,23289,402,3,6,2004,142,7
93,437,5,2680,502,8,1,2016,48,1
951,366,10,12450,439,2,2,2019,193,1
1585,381,5,2328,155,3,3,2005,66,4
1086,31,3,1347,223,3,23,2016,3,1
1245,126,4,24860,189,3,16,2016,103,2
669,279,8,4132,288,7,5,2015,183,3
2911,143,5,14389,169,8,39,2014,199,7
97,379,8,18267,230,1,10,2020,3,7
1218,93,7,19639,533,7,14,2007,49,4
30,235,3,23461,100,2,43,2006,81,2
2334,373,4,16038,490,6,36,2009,20,5
1046,348,10,22682,602,5,46,2020,113,4
853,440,8,22296,261,8,47,2013,49,1
846,229,4,24885,370,5,50,2011,178,5
2782,246,9,11605,295,10,12,2020,49,3
989,32,8,18192,481,7,5,2004,19,3
592,209,3,17137,284,2,35,2013,47,5
2196,64,4,17004,347,1,44,2003,115,3
1974,240,3,7865,399,8,29,2001,122,2
853,433,10,7490,255,5,25,2015,4,3
393,373,9,9329,80,2,11,2001,95,3
502,91,10,9269,304,1,7,2012,11,6
311,248,9,21360,223,2,5,2020,170,1
78,156,6,1277,552,9,21,2001,70,6
1883,144,2,29771,187,3,11,2016,106,2
661,160,4,17049,331,10,28,2005,154,7
602,337,6,25572,469,5,46,2000,125,3
2942,64,10,27216,535,9,27,2011,100,7
2604,94,6,3318,166,8,50,2006,145,6
1964,182,10,28111,500,4,12,2005,141,2
1683,154,10,2817,179,5,19,2020,16,6
2128,440,4,28625,193,2,9,2012,8,6
1143,114,6,10113,457,6,39,2015,132,7
1117,313,9,4624,506,3,31,2008,112,2
2713,128,2,7700,662,3,44,2008,106,5
1837,126,4,10757,265,9,22,2011,198,5
268,318,2,4972,654,9,35,2017,72,2
1216,426,4,19732,646,6,49,2019,179,4
755,226,4,19060,608,3,2,2017,53,5
1845,357,2,2570,583,10,49,2013,76,1
2836,121,7,10815,282,5,14,2019,131,4
2376,186,1,18844,231,5,18,2004,45,1
757,200,2,14872,199,10,18,2013,63,1
378,221,2,9880,648,10,41,2011,99,5
1897,328,4,2449,152,6,38,2009,149,7
438,268,4,1499,303,1,34,2002,41,5
1093,431,1,6076,640,7,3,2016,8,7
378,63,3,26047,490,4,19,2004,165,6
1557,284,4,18239,627,3,9,2004,171,6
749,99,8,2590,567,1,42,2016,118,6
1425,112,8,21737,253,9,34,2016,42,2
1527,132,1,27408,311,8,32,2010,112,3
1979,281,10,23031,693,6,5,2002,80,1
918,30,9,112,654,1,45,2018,83,3
1131,426,3,8772,140,1,2,2000,15,5
1794,382,5,26087,262,7,11,2010,50,1
796,295,5,27566,290,7,30,2005,31,3
833,61,7,13748,388,5,42,2019,131,3
2784,52,8,710,594,4,30,2012,84,1
2905,438,2,18480,501,8,1,2010,179,7
742,254,8,15088,672,7,15,2003,54,1
1059,335,1,28337,159,9,38,2003,58,5
2652,39,1,21870,142,4,46,2021,130,6
1764,282,3,23270,269,3,44,2021,71,2
1342,340,6,8631,401,1,3,2012,89,7
913,54,8,29251,634,2,21,2011,81,2
435,284,5,26853,688,3,47,2020,53,6
2580,210,4,25948,269,9,17,2012,52,1
127,392,5,22348,477,7,43,2017,142,2
2501,208,4,9037,330,4,1,2012,166,2
1983,150,3,8652,506,8,30,2010,108,3
2868,198,7,26713,485,9,15,2016,104,2
1582,206,10,22577,260,4,1,2019,72,5
1360,96,6,10757,191,6,7,2014,33,6
2362,288,7,11987,285,4,37,2015,131,6
2707,431,6,16032,498,6,7,2018,36,6
2368,330,3,26005,430,9,39,2005,7,2
220,312,2,21651,308,7,10,2005,64,1
2834,17,8,16436,629,5,28,2002,11,5
1676,290,8,14838,459,1,42,2006,196,6
1066,426,5,4584,78,1,15,2011,183,5
2015,220,2,10392,357,8,30,2019,65,6
2153,9,8,19030,340,5,8,2002,78,6
2360,261,7,10615,570,3,13,2000,78,6
2095,260,7,24518,281,7,36,2015,94,4
544,441,2,14229,483,5,11,2013,26,2
671,230,5,13175,206,4,25,2011,76,5
2950,433,7,27772,390,5,37,2012,25,7
1752,310,3,22310,598,10,28,2017,192,4
2931,297,4,16737,193,4,26,2006,20,4
1133,113,3,18644,392,5,27,2002,57,7
2467,256,7,7645,301,1,29,2013,67,7
1757,52,5,10696,634,2,40,2021,186,2
1486,405,3,12697,168,9,38,2010,128,2
2849,436,9,3855,143,10,17,2014,59,2
1636,22,6,10648,648,10,42,2001,161,6
2456,62,3,1350,631,8,41,2015,12,7
24,68,5,13372,427,8,40,2006,15,6
645,104,10,28236,348,10,32,2010,130,2
718,324,3,10064,356,9,9,2012,62,1
2311,242,9,4912,496,3,5,2000,12,2
1313,409,10,22503,562,3,33,2021,200,7
2677,326,7,18169,519,7,33,2001,85,2
1518,133,3,13377,690,6,43,2016,4,4
845,332,5,6052,596,6,24,2010,142,2
1177,105,9,10549,206,8,26,2004,81,5
2702,406,10,17931,693,10,1,2010,66,4
2904,27,4,27175,310,10,21,2016,156,3
1314,6,10,28499,602,1,4,2008,12,1
1020,292,10,5597,571,3,11,2003,39,3
2233,427,7,18939,289,4,21,2000,3,4
610,399,6,16156,592,1,26,2008,99,4
1248,107,1,17403,537,9,22,2005,140,3
1295,297,4,3550,614,3,40,2017,45,4
649,28,1,16895,125,8,27,2018,13,3
2127,100,3,9368,81,9,7,2013,107,4
502,263,4,3377,386,6,5,2009,147,7
480,14,3,15057,211,10,26,2007,43,1
1605,78,2,9492,214,7,8,2016,8,6
2705,24,2,27474,657,1,48,2004,98,2
1776,15,1,10573,344,4,36,2014,66,4
1066,296,9,7307,131,4,50,2002,56,7
443,53,4,16342,680,2,21,2008,100,3
2115,402,3,1667,467,3,43,2016,119,5
1021,319,5,3281,678,9,33,2003,6,5
2632,197,7,13050,506,3,38,2003,198,3
2059,316,2,16283,349,10,27,2008,45,6
2394,105,5,25147,469,3,25,2007,62,4
2190,6,7,18433,112,4,29,2011,131,7
2680,180,8,5374,133,5,15,2000,97,3
1949,219,8,27411,342,5,27,2018,87,4
382,129,7,29034,250,5,40,2009,86,1
1474,220,6,23898,601,9,43,2011,93,4
2986,281,9,27903,321,1,14,2001,66,3
1845,449,5,29886,166,10,8,2009,78,2
2443,254,1,19288,307,4,39,2018,85,7
159,99,9,7571,579,9,28,2018,8,2
140,96,2,6879,474,8,39,2016,9,6
910,132,2,2460,643,4,42,2008,80,1
49,193,3,27004,245,6,34,2010,155,5
2901,117,10,28669,111,1,35,2012,176,2
358,314,1,4748,210,4,35,2011,94,7
204,291,4,3290,432,9,11,2014,78,4
2535,386,6,5152,102,8,45,2005,147,4
2754,70,8,21555,96,1,36,2014,57,2
2075,67,10,20158,664,7,9,2008,33,4
2944,33,2,22141,417,7,35,2008,189,4
1747,384,3,20721,468,10,44,2008,90,5
2107,66,7,15773,306,6,17,2018,150,3
1926,161,10,12087,403,8,22,2004,13,7
783,158,9,24173,148,4,42,2008,181,7
381,405,10,22033,356,5,11,2001,127,4
349,421,6,24740,340,3,31,2013,130,2
2806,17,3,22013,217,1,25,2008,190,3
372,160,6,9170,360,7,30,2010,55,7
938,384,6,16070,555,5,28,2019,137,5
322,371,4,29582,280,5,2,2020,39,2
2028,61,1,4833,349,3,47,2002,10,6
747,204,5,10563,396,1,25,2011,143,7
2390,111,10,27678,577,1,34,2013,12,3
1361,233,8,28311,342,9,13,2000,89,5
525,317,7,23796,294,1,14,2009,117,2
307,444,10,12077,345,6,31,2004,112,4
310,146,10,14748,141,2,2,2014,5,6
356,361,3,2269,156,10,35,2015,124,2
1528,216,8,2496,111,5,32,2019,116,2
1044,171,5,363,343,9,46,2008,131,6
2530,430,10,20014,590,7,37,2017,25,5
235,172,2,1587,371,4,12,2004,104,6
2577,315,2,3401,622,9,34,2014,64,6
1653,246,8,20821,334,9,33,2003,44,7
2174,388,6,22045,641,3,24,2011,71,3
2723,214,9,28923,272,5,32,2021,63,7
2353,245,3,20102,661,5,28,2020,78,6
502,301,2,10841,307,2,4,2011,24,2
2759,328,3,7716,600,4,19,2019,138,5
1951,20,6,3387,610,10,48,2014,85,4
1141,252,9,11312,382,1,8,2006,174,5
1068,227,8,5808,543,8,41,2006,20,5
902,428,8,27045,535,2,41,2000,200,2
2798,355,9,20979,90,4,1,2015,59,3
1907,208,2,3837,605,2,11,2014,76,6
1894,392,4,9515,421,5,44,2006,53,2
1058,250,6,22574,558,1,33,2015,74,4
1151,236,5,9707,578,2,18,2012,164,7
687,33,7,16560,654,3,29,2002,155,5
1847,381,7,21433,414,3,20,2020,164,3
2844,402,8,16049,664,7,18,2013,144,7
2990,439,5,25298,362,7,45,2005,54,3
2755,156,1,11852,445,4,47,2020,153,3
2293,450,2,2049,419,4,43,2020,63,5
1023,408,1,21084,304,4,48,2013,167,7
2463,386,8,29214,579,3,48,2009,111,4
2873,49,6,28830,650,9,2,2019,81,5
306,234,6,10611,279,2,7,2007,109,5
1193,185,7,3963,144,6,42,2009,39,5
1397,121,1,28728,257,7,13,2009,21,1
2116,403,7,28932,699,7,19,2019,38,3
2315,420,10,14611,351,4,28,2021,111,3
2354,210,7,19660,385,3,46,2001,52,7
2048,113,3,23638,509,6,3,2013,48,3
